2 0.180632 -1.051383
1 0.202482 -1.049815
3 0.145917 -1.051359
5 0.128068 -1.055566
4 0.156854 -1.054851
6 0.174635 -1.057329
7 -0.060481 -1.067323
8 0.058891 -1.062208
9 -0.039278 -1.067088
10 0.011718 -1.067060
12 0.154151 -1.060146
11 -0.336968 -1.088036
13 -0.017497 -1.071747
16 -0.168850 -1.080083
15 0.318089 -1.055950
17 0.096843 -1.067765
18 -0.222708 -1.085069
14 0.119237 -1.071358
22 0.030796 -1.072333
20 0.060041 -1.066738
24 -0.062946 -1.076191
23 -0.229125 -1.089860
19 -0.151125 -1.080647
21 -0.342756 -1.104032
29 -0.088500 -1.077547
30 -0.377574 -1.100329
27 -0.317918 -1.092878
28 0.149862 -1.064678
25 -0.486833 -1.114058
26 -0.568549 -1.114537
32 -0.134604 -1.082019
39 -0.099128 -1.083663
35 -0.241299 -1.097934
31 0.476185 -1.063201
34 -0.035937 -1.081182
41 -0.355131 -1.099381
37 -0.342054 -1.103416
40 -0.169971 -1.091821
38 -0.177845 -1.086984
46 -0.340043 -1.107554
36 -0.260150 -1.098735
33 -0.321179 -1.106893
44 -0.185550 -1.087554
42 -0.564112 -1.130236
45 -0.165473 -1.092696
51 -0.033726 -1.076425
56 -0.089238 -1.083268
43 -0.144762 -1.091852
50 -0.205066 -1.083508
52 -0.610210 -1.126574
59 -0.339308 -1.105089
48 -0.280980 -1.096800
62 -0.099845 -1.085922
54 -0.268422 -1.104069
66 -0.342554 -1.101932
58 0.091297 -1.078182
47 -0.452245 -1.123360
70 0.282770 -1.066888
75 -0.178278 -1.091052
73 -0.339795 -1.102611
65 -0.533219 -1.114068
57 0.099137 -1.077841
85 -0.435671 -1.107802
89 -0.104102 -1.095126
61 -0.350483 -1.101519
64 0.493651 -1.067681
78 -0.151227 -1.090153
86 0.045611 -1.082831
77 -0.564662 -1.121135
67 0.262967 -1.066864
92 -0.576851 -1.126031
76 -0.349524 -1.100910
68 -0.156321 -1.100535
55 0.251429 -1.077594
53 0.445778 -1.065207
49 0.079909 -1.083302
69 -0.253217 -1.105285
63 -0.096800 -1.092628
82 -0.123464 -1.092860
90 -0.575509 -1.136038
125 -0.212922 -1.093655
74 0.091449 -1.071743
93 -0.613208 -1.128209
95 -0.414851 -1.111865
128 0.200940 -1.065204
83 -0.249998 -1.099959
104 -0.156292 -1.091154
71 0.511343 -1.065215
80 -0.130005 -1.095402
116 -0.026024 -1.086827
113 -0.457719 -1.120943
84 -0.452788 -1.115480
98 -0.573035 -1.122554
72 0.212898 -1.080589
60 0.175083 -1.076865
88 -0.247626 -1.103302
91 -0.410087 -1.111353
131 -0.011857 -1.080823
81 0.186566 -1.080912
97 -0.178172 -1.096027
87 -0.126749 -1.086657
102 0.176144 -1.064663
145 -0.032448 -1.089365
112 -0.353419 -1.108503
127 -0.598449 -1.133383
107 -0.298472 -1.103060
141 -0.149870 -1.090930
139 0.295028 -1.065817
157 -0.271021 -1.104883
101 -0.004760 -1.082255
130 -0.051114 -1.085578
108 -0.345096 -1.105563
111 0.301542 -1.062199
99 -0.016943 -1.077098
133 -0.355343 -1.114838
197 -0.000099 -1.086676
120 -0.701801 -1.152902
110 0.316586 -1.067860
146 -0.619693 -1.136134
105 -0.074939 -1.092923
163 -0.410439 -1.110669
123 -0.140585 -1.095724
206 -0.158020 -1.087908
137 -0.311378 -1.105712
138 -0.266179 -1.100428
150 -0.055948 -1.097232
151 0.007557 -1.087035
153 -0.011234 -1.084518
204 -0.133322 -1.086496
159 -0.088835 -1.090385
119 0.105242 -1.075448
100 0.353341 -1.068391
167 -0.091879 -1.089789
148 -0.146779 -1.093602
135 0.579413 -1.058798
142 0.014566 -1.081036
196 -0.007766 -1.082658
129 -0.058167 -1.089095
169 -0.241104 -1.098256
126 -0.164874 -1.104163
136 -0.276247 -1.103381
106 0.115126 -1.090777
114 -0.150222 -1.096143
122 0.358243 -1.062330
134 -0.432601 -1.110534
181 -0.261209 -1.106343
144 -0.086957 -1.092414
147 0.259159 -1.068311
156 0.096688 -1.082435
180 -0.108033 -1.092164
162 -0.090311 -1.091226
94 0.192837 -1.073035
262 -0.127767 -1.101684
140 0.462724 -1.064014
178 0.084100 -1.074587
166 -0.055250 -1.094776
199 -0.555612 -1.129338
229 -0.412306 -1.113267
179 -0.353447 -1.107609
171 -0.118143 -1.095426
161 -0.607543 -1.138006
132 -0.155634 -1.098433
244 -0.139701 -1.088247
154 -0.132505 -1.095188
182 -0.515114 -1.116107
222 0.141748 -1.081854
185 0.723079 -1.046677
240 -0.148099 -1.095443
172 -0.321504 -1.105271
174 -0.091250 -1.092490
203 -0.125694 -1.090087
118 -0.490041 -1.124312
226 -0.146507 -1.088248
155 -0.141078 -1.083665
170 -0.138223 -1.095645
165 -0.189756 -1.102936
103 -0.097572 -1.084075
160 -0.082691 -1.096120
143 0.125090 -1.078373
187 -0.248604 -1.099826
243 -0.493236 -1.125013
201 -0.424300 -1.112699
184 -0.033519 -1.085825
183 0.838286 -1.055277
173 0.237746 -1.068946
109 0.107105 -1.081903
300 -0.227913 -1.088622
195 -0.116827 -1.095491
193 -0.583965 -1.126877
217 -0.038768 -1.084600
158 0.108534 -1.085292
186 0.391100 -1.062222
121 -0.083882 -1.086347
190 0.358598 -1.064512
212 -0.425987 -1.113582
149 0.149489 -1.067991
215 0.360132 -1.080075
205 -0.046749 -1.082022
192 -0.199721 -1.105622
214 -0.372904 -1.108380
220 0.154074 -1.080764
216 -0.255149 -1.098968
228 0.085218 -1.076438
117 -0.221412 -1.103970
115 -0.166480 -1.090791
246 0.158216 -1.083351
210 0.363675 -1.074219
242 -0.072804 -1.095477
232 0.047477 -1.073659
164 0.518624 -1.069718
287 0.128448 -1.078831
194 -0.317662 -1.102434
266 -0.252930 -1.103908
231 -0.207982 -1.111807
245 -0.066130 -1.083564
254 -0.368047 -1.115553
152 0.103056 -1.080054
124 0.123723 -1.069008
234 0.191445 -1.070307
282 0.208128 -1.074200
79 0.479813 -1.068796
207 0.000386 -1.086534
309 -0.342254 -1.107700
208 0.339601 -1.078840
316 -0.362095 -1.117249
96 0.519076 -1.064167
177 -0.070483 -1.089785
270 -0.057973 -1.080758
202 0.085381 -1.080867
325 -0.014064 -1.082230
241 -0.182909 -1.106836
284 -0.269421 -1.108525
225 0.539333 -1.065507
253 -0.037216 -1.085096
274 0.442523 -1.052627
320 -0.040519 -1.090138
283 -0.063520 -1.091863
285 -0.867695 -1.155864
255 -0.137069 -1.086860
315 0.008447 -1.090180
250 0.505557 -1.061301
288 -0.295702 -1.109711
306 0.352410 -1.068705
259 0.288570 -1.062300
279 -0.064981 -1.080173
272 -0.038815 -1.079120
189 0.561545 -1.065951
223 0.791877 -1.058460
310 -0.373675 -1.115415
233 -0.161253 -1.094038
175 0.436152 -1.066680
260 0.083548 -1.077420
239 -0.283419 -1.107833
295 0.766033 -1.052786
286 0.096848 -1.073023
273 -0.446324 -1.117891
297 0.092972 -1.080045
257 -0.072461 -1.092263
351 -0.426665 -1.109787
327 -0.075152 -1.089651
176 -0.188685 -1.098148
251 -0.280643 -1.105186
307 -0.110243 -1.098583
230 -0.431054 -1.127379
269 -0.202692 -1.103794
218 0.196790 -1.081355
263 -0.132421 -1.088554
168 0.654365 -1.064035
268 -0.250492 -1.109851
256 -0.198034 -1.106557
221 -0.081866 -1.090086
314 0.133299 -1.076128
299 0.117238 -1.073740
349 -0.047739 -1.086939
238 0.434121 -1.067577
363 0.336689 -1.070456
227 0.530530 -1.062317
248 -0.168724 -1.102286
331 0.255164 -1.065900
374 -0.157326 -1.082944
341 -0.214077 -1.092311
209 0.400978 -1.067905
200 -0.259010 -1.101572
281 -0.161689 -1.093714
333 -0.755645 -1.152714
191 0.019639 -1.081915
301 0.523902 -1.061240
345 -0.512085 -1.124228
303 -0.452724 -1.121778
332 -0.165824 -1.098832
277 0.028812 -1.080463
213 0.113400 -1.074492
235 -0.480934 -1.131576
381 -0.225919 -1.102702
247 -0.409620 -1.128873
278 0.127771 -1.076583
354 -0.025749 -1.089630
334 -0.357082 -1.120092
439 -0.275986 -1.096588
211 0.768957 -1.046284
358 -0.307228 -1.111386
261 -0.564093 -1.123778
323 -0.202661 -1.091160
340 -0.131238 -1.092705
198 0.501121 -1.060160
294 -0.289395 -1.105361
359 -0.629750 -1.138353
302 -0.169607 -1.090647
237 0.849129 -1.052244
298 0.807107 -1.061237
368 -0.230341 -1.098821
401 -0.787173 -1.151881
296 -0.236684 -1.107052
347 0.258366 -1.075503
353 -0.116739 -1.100641
412 -0.201664 -1.089264
258 -0.243244 -1.094242
328 -0.505445 -1.132190
236 0.028308 -1.084792
337 -0.034490 -1.082780
415 0.132204 -1.081610
339 0.265774 -1.073245
252 0.398759 -1.069924
424 -0.016138 -1.082960
336 -0.593303 -1.144304
290 0.471902 -1.051767
322 -0.042372 -1.094107
384 -0.203590 -1.099335
405 -0.305939 -1.114966
318 0.212813 -1.075507
372 -0.242197 -1.107113
271 0.218118 -1.072738
406 0.124737 -1.077060
375 -0.215226 -1.095781
433 -0.205955 -1.092759
392 -0.240214 -1.090716
396 -0.076352 -1.084973
400 0.008614 -1.090997
289 0.496331 -1.064766
219 0.744795 -1.059808
391 0.343953 -1.072741
377 -0.037456 -1.092234
365 -0.835226 -1.160434
418 -0.671186 -1.142833
369 -0.262702 -1.097183
249 0.769318 -1.060868
342 -0.087553 -1.076907
291 0.633976 -1.061289
311 0.397296 -1.061307
267 0.777883 -1.065482
413 -0.032867 -1.085589
373 -0.636606 -1.136685
477 -0.253770 -1.092967
380 -0.081905 -1.090359
504 -0.119568 -1.099646
430 -0.222613 -1.103623
470 -0.497651 -1.128600
361 0.562002 -1.070431
510 -0.507987 -1.122872
408 -0.209149 -1.095526
280 0.506072 -1.066892
371 -0.081243 -1.089938
436 -0.228694 -1.097791
387 -0.302156 -1.112523
338 0.575287 -1.055720
308 0.206983 -1.071172
330 0.082062 -1.080707
386 -0.174266 -1.098080
393 0.073936 -1.081327
343 0.073445 -1.080768
264 -0.223721 -1.092701
335 0.170118 -1.067394
399 0.084916 -1.084350
356 -0.163877 -1.100262
304 0.490241 -1.066353
319 -0.053528 -1.091912
352 0.040546 -1.075033
355 -0.053183 -1.091139
485 -0.091255 -1.096117
442 -0.204042 -1.097512
224 0.404499 -1.060331
404 0.060742 -1.077034
447 0.073087 -1.075030
441 -0.197253 -1.096951
486 -0.168270 -1.096089
487 -0.245331 -1.103378
403 0.537192 -1.055249
446 -0.050613 -1.084292
367 0.481469 -1.066684
462 -0.074336 -1.086235
437 -0.031902 -1.097214
379 -0.441300 -1.129707
443 0.484798 -1.074323
563 -0.095479 -1.092031
625 -0.203305 -1.101275
492 0.551844 -1.065135
568 0.081242 -1.089622
312 -0.130492 -1.088717
395 -0.382423 -1.115733
313 0.322992 -1.071498
416 0.773248 -1.057240
586 -0.483083 -1.124523
317 0.339895 -1.068600
455 0.127293 -1.073110
397 -0.107895 -1.092246
449 -0.291425 -1.108298
511 0.370161 -1.068523
275 0.131928 -1.076091
364 -0.394891 -1.128407
589 -0.254719 -1.097052
552 -0.263756 -1.096407
490 0.112547 -1.085091
536 -0.169157 -1.099817
525 -0.199653 -1.100510
448 -0.195353 -1.100421
366 0.063028 -1.087092
350 0.209184 -1.077430
426 0.394457 -1.064157
421 -0.223681 -1.106694
530 -0.055075 -1.105269
472 0.129085 -1.077963
445 -0.094763 -1.095398
569 0.011924 -1.090989
459 0.214739 -1.068111
324 -0.002362 -1.084566
631 -0.002040 -1.087138
362 0.395718 -1.062821
432 0.384290 -1.059391
329 0.743514 -1.061379
344 -0.114191 -1.093616
276 0.276318 -1.074447
493 -0.407240 -1.113422
